id,tenantId,jobType,ownerType,ownerId,status,attempts,maxAttempts,runAfter,payloadJson,lastError,createdAt,updatedAt
cmr08kx4k001tr46zl480s3ec,default,upsert,novel,cmr08kx3p001sr46zwv45hsaf,queued,0,5,2026-06-30T05:59:06.160+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-06-30T05:59:06.161Z""}}",,2026-06-30T05:59:06.164+00:00,2026-06-30T05:59:06.164+00:00
cmr23pglq000gv16z3xyq5ysd,default,upsert,novel,cmr23pgks000fv16zpwg1ms38,queued,0,5,2026-07-01T13:18:12.297+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T13:18:12.298Z""}}",,2026-07-01T13:18:12.302+00:00,2026-07-01T13:18:12.302+00:00
cmr23zj52004vv16zlw3zzy76,default,upsert,character,cmr23zj4j004tv16zlc1ewt6u,queued,0,5,2026-07-01T13:26:02.147+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T13:26:02.148Z""}}",,2026-07-01T13:26:02.150+00:00,2026-07-01T13:26:02.150+00:00
cmr23zj5a004xv16zykze2ahn,default,upsert,character,cmr23zj4y004uv16zh1dm72nm,queued,0,5,2026-07-01T13:26:02.157+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T13:26:02.157Z""}}",,2026-07-01T13:26:02.158+00:00,2026-07-01T13:26:02.158+00:00
cmr23zj5h004zv16zp0nmuf82,default,upsert,character,cmr23zj58004wv16zpaestpwt,queued,0,5,2026-07-01T13:26:02.165+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T13:26:02.165Z""}}",,2026-07-01T13:26:02.165+00:00,2026-07-01T13:26:02.165+00:00
cmr23zj5p0051v16zho5q2kyd,default,upsert,character,cmr23zj5f004yv16ztyiw8inw,queued,0,5,2026-07-01T13:26:02.172+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T13:26:02.172Z""}}",,2026-07-01T13:26:02.173+00:00,2026-07-01T13:26:02.173+00:00
cmr23zj5w0053v16zohtggwvn,default,upsert,character,cmr23zj5m0050v16zyqacdl0n,queued,0,5,2026-07-01T13:26:02.179+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T13:26:02.179Z""}}",,2026-07-01T13:26:02.180+00:00,2026-07-01T13:26:02.180+00:00
cmr23zj620054v16za69wryb9,default,upsert,character,cmr23zj5u0052v16zbgy6zbi1,queued,0,5,2026-07-01T13:26:02.185+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T13:26:02.185Z""}}",,2026-07-01T13:26:02.186+00:00,2026-07-01T13:26:02.186+00:00
cmr25zjbf047ov16zkyuxo7dy,default,upsert,character_timeline,cmr25zj9g0476v16zsuhhc4cz,queued,0,5,2026-07-01T14:22:01.595+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.596Z""}}",,2026-07-01T14:22:01.611+00:00,2026-07-01T14:22:01.611+00:00
cmr25zjbg047pv16zod2ocvc6,default,upsert,character_timeline,cmr25zj9g0477v16zyjb9p6tb,queued,0,5,2026-07-01T14:22:01.596+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.596Z""}}",,2026-07-01T14:22:01.612+00:00,2026-07-01T14:22:01.612+00:00
cmr25zjbh047qv16z13icko6e,default,upsert,character_timeline,cmr25zj9g0478v16zm2pt6fbt,queued,0,5,2026-07-01T14:22:01.597+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.597Z""}}",,2026-07-01T14:22:01.612+00:00,2026-07-01T14:22:01.612+00:00
cmr25zjbh047rv16z5br6qeau,default,upsert,character_timeline,cmr25zj9g0479v16zs0jivy10,queued,0,5,2026-07-01T14:22:01.597+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.597Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047sv16zizs33lgl,default,upsert,character_timeline,cmr25zj9g047av16zajwv91sj,queued,0,5,2026-07-01T14:22:01.598+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.598Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047tv16z4st2xgoy,default,upsert,character_timeline,cmr25zj9g047bv16zaq4iql5e,queued,0,5,2026-07-01T14:22:01.598+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.598Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047uv16zwpxpigt0,default,upsert,character_timeline,cmr25zj9g047cv16zhxwzcnw9,queued,0,5,2026-07-01T14:22:01.599+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.599Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047vv16znr7yf6j5,default,upsert,character_timeline,cmr25zj9g047dv16zx7lw370b,queued,0,5,2026-07-01T14:22:01.599+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.599Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047wv16zcs6zmcwf,default,upsert,character_timeline,cmr25zj9g047ev16zrpr0qfo6,queued,0,5,2026-07-01T14:22:01.600+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.600Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047xv16zm75bkt8i,default,upsert,character_timeline,cmr25zj9g047fv16zc3dquain,queued,0,5,2026-07-01T14:22:01.600+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.600Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047yv16zc8mx70a6,default,upsert,character_timeline,cmr25zj9h047gv16z4fcruahe,queued,0,5,2026-07-01T14:22:01.600+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.600Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh047zv16zqguek37i,default,upsert,character_timeline,cmr25zj9h047hv16zca4f7wn1,queued,0,5,2026-07-01T14:22:01.601+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.601Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh0480v16z4s13tk1t,default,upsert,character_timeline,cmr25zj9h047iv16z4w2zkq71,queued,0,5,2026-07-01T14:22:01.601+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.601Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh0481v16zgact9kqa,default,upsert,character_timeline,cmr25zj9h047jv16zniycaoup,queued,0,5,2026-07-01T14:22:01.602+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.602Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh0482v16zjxvqdqiu,default,upsert,character_timeline,cmr25zj9h047kv16z6lky7c6j,queued,0,5,2026-07-01T14:22:01.602+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.602Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh0483v16zfvkxbyq6,default,upsert,character_timeline,cmr25zj9h047lv16zh7e3prw8,queued,0,5,2026-07-01T14:22:01.602+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.602Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbh0484v16zamp719cg,default,upsert,character_timeline,cmr25zj9h047mv16zloax1vm6,queued,0,5,2026-07-01T14:22:01.602+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.602Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr25zjbi0485v16zzwggm0jy,default,upsert,character_timeline,cmr25zj9h047nv16zummlopum,queued,0,5,2026-07-01T14:22:01.604+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:22:01.604Z""}}",,2026-07-01T14:22:01.613+00:00,2026-07-01T14:22:01.613+00:00
cmr261wz10489v16zpb0oplkt,default,upsert,chapter,cmr24zoaz01rhv16zmcjv20hl,queued,0,5,2026-07-01T14:23:52.618+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:23:52.618Z""}}",,2026-07-01T14:23:52.621+00:00,2026-07-01T14:23:52.621+00:00
cmr261wz2048av16zghep6e8l,default,upsert,chapter_summary,cmr24zoaz01rhv16zmcjv20hl,queued,0,5,2026-07-01T14:23:52.619+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:23:52.619Z""}}",,2026-07-01T14:23:52.622+00:00,2026-07-01T14:23:52.622+00:00
cmr266am004a6v16zuv5zsc92,default,upsert,character_timeline,cmr266al2049ov16zr01tt070,queued,0,5,2026-07-01T14:27:16.917+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.917Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004a7v16zjond35iz,default,upsert,character_timeline,cmr266al2049pv16zkbhah25e,queued,0,5,2026-07-01T14:27:16.917+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.917Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004a8v16zk14cu6ix,default,upsert,character_timeline,cmr266al2049qv16zmycsqn80,queued,0,5,2026-07-01T14:27:16.917+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.917Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004a9v16z19dvmkpb,default,upsert,character_timeline,cmr266al2049rv16z6pf4kueg,queued,0,5,2026-07-01T14:27:16.917+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.917Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004aav16zxv7ov8d6,default,upsert,character_timeline,cmr266al2049sv16z0updxjxj,queued,0,5,2026-07-01T14:27:16.917+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.917Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004abv16z5wzicnzn,default,upsert,character_timeline,cmr266al2049tv16z6xznsao1,queued,0,5,2026-07-01T14:27:16.917+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.917Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004acv16zm1hf22eu,default,upsert,character_timeline,cmr266al2049uv16zvmbfzjg5,queued,0,5,2026-07-01T14:27:16.917+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.917Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004adv16zwunqoeb2,default,upsert,character_timeline,cmr266al2049vv16z8guw57m8,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004aev16zfyes464d,default,upsert,character_timeline,cmr266al2049wv16zht9ntnno,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004afv16zu2lbuhpy,default,upsert,character_timeline,cmr266al2049xv16zy9l0z2nl,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004agv16zl5zykwwu,default,upsert,character_timeline,cmr266al2049yv16zqv9udlu4,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004ahv16z8j821o4p,default,upsert,character_timeline,cmr266al2049zv16z9qnhx97j,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004aiv16z441jsza5,default,upsert,character_timeline,cmr266al204a0v16zz1fhenl5,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004ajv16zlwv9ffdj,default,upsert,character_timeline,cmr266al204a1v16zxurwbqhr,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004akv16zx3tv8yrz,default,upsert,character_timeline,cmr266al204a2v16zal32gr0f,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004alv16zmez0y447,default,upsert,character_timeline,cmr266al204a3v16z35gi77hs,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004amv16zu80qrgcc,default,upsert,character_timeline,cmr266al204a4v16zo5mw9ozt,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr266am004anv16zge72x17b,default,upsert,character_timeline,cmr266al204a5v16zszmrx61w,queued,0,5,2026-07-01T14:27:16.918+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:27:16.918Z""}}",,2026-07-01T14:27:16.920+00:00,2026-07-01T14:27:16.920+00:00
cmr269sqr04b1v16za6tfhh9k,default,upsert,chapter,cmr24zob501riv16zlk7xxqvy,queued,0,5,2026-07-01T14:30:00.385+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:30:00.385Z""}}",,2026-07-01T14:30:00.387+00:00,2026-07-01T14:30:00.387+00:00
cmr269sqr04b2v16z39fcxg9t,default,upsert,chapter_summary,cmr24zob501riv16zlk7xxqvy,queued,0,5,2026-07-01T14:30:00.386+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:30:00.386Z""}}",,2026-07-01T14:30:00.387+00:00,2026-07-01T14:30:00.387+00:00
cmr26bbdb04cnv16z2jvi2oju,default,upsert,character_timeline,cmr26bbc204c7v16zism6rw95,queued,0,5,2026-07-01T14:31:11.178+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.178Z""}}",,2026-07-01T14:31:11.182+00:00,2026-07-01T14:31:11.182+00:00
cmr26bbdb04cov16zxsztmu70,default,upsert,character_timeline,cmr26bbc204c8v16zou8imbbd,queued,0,5,2026-07-01T14:31:11.179+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.179Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04cpv16zecmwzzkm,default,upsert,character_timeline,cmr26bbc204c9v16z0ic8xalt,queued,0,5,2026-07-01T14:31:11.179+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.179Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04cqv16zbm4xeb48,default,upsert,character_timeline,cmr26bbc204cav16zl4ooegel,queued,0,5,2026-07-01T14:31:11.179+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.179Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04crv16zimmslgm8,default,upsert,character_timeline,cmr26bbc204cbv16z1tfdc8ck,queued,0,5,2026-07-01T14:31:11.179+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.179Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04csv16zg1acpjnz,default,upsert,character_timeline,cmr26bbc204ccv16zcpw5fa3w,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04ctv16zx3miekw1,default,upsert,character_timeline,cmr26bbc204cdv16zgwxn6fr4,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04cuv16z9707nlf2,default,upsert,character_timeline,cmr26bbc204cev16z8mccyjbb,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04cvv16zt80fgyys,default,upsert,character_timeline,cmr26bbc204cfv16znrcu05tp,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04cwv16z9zx1a1bu,default,upsert,character_timeline,cmr26bbc204cgv16zdhbhjnm7,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04cxv16zqluyaeid,default,upsert,character_timeline,cmr26bbc204chv16zwqogp11x,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04cyv16zhmccvrhu,default,upsert,character_timeline,cmr26bbc204civ16zjypjnuvs,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04czv16zytna1lbj,default,upsert,character_timeline,cmr26bbc204cjv16ze7215b4u,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04d0v16zb3wmlb5a,default,upsert,character_timeline,cmr26bbc204ckv16zm72r01ac,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdb04d1v16zjor90ahr,default,upsert,character_timeline,cmr26bbc204clv16z67ly87as,queued,0,5,2026-07-01T14:31:11.180+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.180Z""}}",,2026-07-01T14:31:11.183+00:00,2026-07-01T14:31:11.183+00:00
cmr26bbdc04d2v16zbhofouub,default,upsert,character_timeline,cmr26bbc204cmv16zc1m57eyh,queued,0,5,2026-07-01T14:31:11.181+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:31:11.181Z""}}",,2026-07-01T14:31:11.184+00:00,2026-07-01T14:31:11.184+00:00
cmr26cym004dov16z98bphnut,default,upsert,character_timeline,cmr26cylf04ddv16zm6ckvwnq,queued,0,5,2026-07-01T14:32:27.958+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:32:27.958Z""}}",,2026-07-01T14:32:27.960+00:00,2026-07-01T14:32:27.960+00:00
cmr26cym004dpv16z4cnn7e03,default,upsert,character_timeline,cmr26cylf04dev16zvtf10agj,queued,0,5,2026-07-01T14:32:27.959+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:32:27.959Z""}}",,2026-07-01T14:32:27.960+00:00,2026-07-01T14:32:27.960+00:00
cmr26cym004dqv16z2rfxbc4z,default,upsert,character_timeline,cmr26cylf04dfv16z1dsi3k9k,queued,0,5,2026-07-01T14:32:27.959+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:32:27.959Z""}}",,2026-07-01T14:32:27.960+00:00,2026-07-01T14:32:27.960+00:00
cmr26cym004drv16zhfty0o1q,default,upsert,character_timeline,cmr26cylf04dgv16zp0zkmofc,queued,0,5,2026-07-01T14:32:27.959+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:32:27.959Z""}}",,2026-07-01T14:32:27.960+00:00,2026-07-01T14:32:27.960+00:00
cmr26cym004dsv16zz254kenr,default,upsert,character_timeline,cmr26cylf04dhv16zxbl9kd9q,queued,0,5,2026-07-01T14:32:27.959+00:00,"{""progress"":{""stage"":""queued"",""label"":""等待执行"",""detail"":""索引任务已进入队列。"",""percent"":0,""updatedAt"":""2026-07-01T14:32:27.959Z""}}",,2026-07-01T14:32:27.960+00:00,2026-07-01T14:32:27.960+00:00
