id,novelId,taskId,runId,stepIdempotencyKey,nodeKey,promptAssetKey,promptVersion,modelRoute,provider,model,status,attributionStatus,durationMs,promptTokens,completionTokens,totalTokens,metadataJson,recordedAt,createdAt
cmr22idfh0003v16zihlm02er,,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:candidate_generation:global:global,candidate_generation,novel.director.candidates,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,47898,1820,1955,3775,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T12:44:41.975+00:00,2026-07-01T12:44:41.981+00:00
cmr22j96c0004v16zyw0bciew,,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:candidate_generation:global:global,candidate_generation,title.generation,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,40967,1722,1868,3590,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T12:45:23.124+00:00,2026-07-01T12:45:23.124+00:00
cmr22jdjj0005v16z24bbq8q3,,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:candidate_generation:global:global,candidate_generation,title.generation,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,46630,1681,2168,3849,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T12:45:28.782+00:00,2026-07-01T12:45:28.783+00:00
cmr22k3kj0006v16zqxuqts5k,,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:candidate_generation:global:global,candidate_generation,title.generation,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,33715,1714,1384,3098,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T12:46:02.513+00:00,2026-07-01T12:46:02.514+00:00
cmr235g0h000av16zlunqmkup,,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:candidate_title_refine:global:global,candidate_title_refine,title.generation,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,40801,1718,1894,3612,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:02:38.416+00:00,2026-07-01T13:02:38.417+00:00
cmr23pghl000dv16zok1zgggv,,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,,,novel.framing.suggest,v1,planner,deepseek,deepseek-v4-pro,recorded,task_only,12083,826,479,1305,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:18:12.150+00:00,2026-07-01T13:18:12.153+00:00
cmr23qjnd000sv16z2uv3andp,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:story_macro_phase:novel:cmr23pgks000fv16zpwg1ms38,story_macro_phase,novel.story_macro.decomposition,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,49716,2439,2152,4591,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:19:02.903+00:00,2026-07-01T13:19:02.905+00:00
cmr23r61s001iv16z3e4o4gvr,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:book_contract_phase:novel:cmr23pgks000fv16zpwg1ms38,book_contract_phase,novel.director.book_contract,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,28576,3018,1193,4211,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:19:31.934+00:00,2026-07-01T13:19:31.935+00:00
cmr23v3r60024v16zyldkwmi9,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:world_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,world_setup_phase,novel.world.generate_from_theme,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,183211,3628,8280,11908,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":""novel-world-generate""}",2026-07-01T13:22:35.584+00:00,2026-07-01T13:22:35.586+00:00
cmr23x37u0025v16zys1c2far,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:world_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,world_setup_phase,storyWorldSlice.generate,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,92505,4516,4434,8950,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:24:08.200+00:00,2026-07-01T13:24:08.202+00:00
cmr23xim80031v16znhoz6l4f,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,storyWorldSlice.generate,v1,planner,deepseek,deepseek-chat,recorded,step_attributed,19467,4980,2453,7433,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:24:28.158+00:00,2026-07-01T13:24:28.160+00:00
cmr23zivd0048v16zffbgdw5v,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,novel.character.castAuto,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,93604,2707,5863,8570,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:26:01.799+00:00,2026-07-01T13:26:01.800+00:00
cmr240726005qv16zvmcf1729,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,novel.character.visible_profile.complete,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,30873,5740,1211,6951,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:26:33.149+00:00,2026-07-01T13:26:33.150+00:00
cmr240mvb005zv16zyh48m1e3,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,novel.character.visible_profile.complete,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,20440,5673,782,6455,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:26:53.637+00:00,2026-07-01T13:26:53.639+00:00
cmr241dpu006gv16zg1oikco2,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,novel.character.visible_profile.complete,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,34754,5618,1483,7101,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:27:28.434+00:00,2026-07-01T13:27:28.434+00:00
cmr241n6x006pv16z9qz445tx,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,novel.character.visible_profile.complete,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,12241,5607,493,6100,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:27:40.712+00:00,2026-07-01T13:27:40.713+00:00
cmr24253p0076v16zqjeaxc3n,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,novel.character.visible_profile.complete,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,23167,5607,991,6598,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:28:03.924+00:00,2026-07-01T13:28:03.925+00:00
cmr242m35007fv16zya3oap6d,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:character_setup_phase:novel:cmr23pgks000fv16zpwg1ms38,character_setup_phase,novel.character.visible_profile.complete,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,21973,5639,945,6584,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:28:25.936+00:00,2026-07-01T13:28:25.937+00:00
cmr24d34200a1v16zec18xlrw,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_strategy_phase:novel:cmr23pgks000fv16zpwg1ms38,volume_strategy_phase,novel.volume.strategy,v2,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,33331,2130,1513,3643,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":""volume_strategy"",""itemKey"":""volume_strategy"",""scope"":""strategy"",""entrypoint"":null}",2026-07-01T13:36:34.560+00:00,2026-07-01T13:36:34.561+00:00
cmr24e6xv00cev16z8f8dgp4p,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_strategy_phase:novel:cmr23pgks000fv16zpwg1ms38,volume_strategy_phase,novel.volume.skeleton,v2,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,51317,2408,2934,5342,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":""volume_strategy"",""itemKey"":""volume_skeleton"",""scope"":""skeleton"",""entrypoint"":null}",2026-07-01T13:37:26.178+00:00,2026-07-01T13:37:26.179+00:00
cmr24eeac00fnv16za6gll9k9,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_strategy_phase:novel:cmr23pgks000fv16zpwg1ms38,volume_strategy_phase,novel.payoff_ledger.sync,v5,planner,deepseek,deepseek-chat,recorded,step_attributed,9330,1504,1059,2563,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":null,""stage"":null,""itemKey"":null,""scope"":null,""entrypoint"":null}",2026-07-01T13:37:35.699+00:00,2026-07-01T13:37:35.700+00:00
cmr24fg4f00hnv16zw85kggm5,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.beat_sheet,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,57595,3815,3656,7471,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""beat_sheet"",""scope"":""beat_sheet"",""entrypoint"":""auto_director""}",2026-07-01T13:38:24.734+00:00,2026-07-01T13:38:24.735+00:00
cmr24fqzz00jlv16z154w76nu,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,13651,4054,590,4644,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:38:38.830+00:00,2026-07-01T13:38:38.831+00:00
cmr24gdll00ljv16z9debqkbe,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,29096,4274,1424,5698,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:39:08.120+00:00,2026-07-01T13:39:08.121+00:00
cmr24hkw200o4v16zzseyx2tz,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,56077,5189,3050,8239,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:40:04.225+00:00,2026-07-01T13:40:04.226+00:00
cmr24ic0c00pfv16z1dr5bwru,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,35118,6059,1696,7755,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:40:39.370+00:00,2026-07-01T13:40:39.372+00:00
cmr24je0c00snv16zmrcmp37e,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,49013,4408,2634,7042,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:41:28.618+00:00,2026-07-01T13:41:28.620+00:00
cmr24kyda00vvv16zj0htj1ms,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,73025,5697,3927,9624,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:42:41.660+00:00,2026-07-01T13:42:41.661+00:00
cmr24m4pm00xtv16z30bkac10,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,54858,6976,3170,10146,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:43:36.536+00:00,2026-07-01T13:43:36.538+00:00
cmr24nkwm011ov16zevs2weh9,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,67441,4537,3238,7775,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:44:44.181+00:00,2026-07-01T13:44:44.182+00:00
cmr24ogvc013mv16zcn1n95w0,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,41408,5918,2366,8284,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:45:25.607+00:00,2026-07-01T13:45:25.608+00:00
cmr24rlyr019ev16z0sebiw4n,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_beat_sheet_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_beat_sheet_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,146553,7274,7943,15217,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:47:52.178+00:00,2026-07-01T13:47:52.179+00:00
cmr24tdm501dvv16zxaiczmhi,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,35303,4537,1766,6303,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:49:14.668+00:00,2026-07-01T13:49:14.669+00:00
cmr24v4fn01h3v16zwxr6ic9y,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,81398,6004,4244,10248,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:50:36.082+00:00,2026-07-01T13:50:36.083+00:00
cmr24wzif01kyv16ztegi4xi6,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,86914,7490,4220,11710,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:52:03.014+00:00,2026-07-01T13:52:03.015+00:00
cmr24xrod01njv16zrp8bgji1,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,36290,4657,1746,6403,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:52:39.516+00:00,2026-07-01T13:52:39.517+00:00
cmr24yccp01ouv16zivaf6n3b,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,26447,4575,1254,5829,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:53:06.312+00:00,2026-07-01T13:53:06.313+00:00
cmr24z65701qsv16z6uaqhiob,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,38593,5620,1735,7355,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:53:44.922+00:00,2026-07-01T13:53:44.923+00:00
cmr250sgd01w1v16zdds5zwm5,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.chapter_list,v7,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,75555,6893,3899,10792,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""chapter_list"",""entrypoint"":""auto_director""}",2026-07-01T13:55:00.492+00:00,2026-07-01T13:55:00.493+00:00
cmr25185301xcv16zzqap7l6j,cmr23pgks000fv16zpwg1ms38,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t,cmr22h99w0000v16zwanj1p5t:volume_chapter_list_generate:novel:cmr23pgks000fv16zpwg1ms38,volume_chapter_list_generate,novel.volume.rebalance.adjacent,v1,planner,deepseek,deepseek-v4-pro,recorded,step_attributed,19909,4214,976,5190,"{""taskType"":""planner"",""modelRoute"":""planner"",""routeDegraded"":false,""chapterId"":null,""volumeId"":""legacy-volume-c293a222-5952-4b60-af28-b01be6bda06d"",""stage"":""structured_outline"",""itemKey"":""chapter_list"",""scope"":""rebalance"",""entrypoint"":""auto_director""}",2026-07-01T13:55:20.822+00:00,2026-07-01T13:55:20.823+00:00
